ìsìπï{åßéwíËésÉRÅ[Éh,åí ó í≤ç∏íPà ãÊä‘î‘çÜ,ìπòHéÌï ,òHê¸î‘çÜ,óﬂòaÇRîNìxí≤ç∏åí ó äœë™ÅEîÒäœë™ÇÃï ,å¬ï í≤ç∏äœë™íläàópÇÃï ,ÇPÇQÅEÇQÇSéûä‘äœë™ÇÃï ,åí ó äœë™îNåéì˙,ìVåÛ,è„ÇËÅEâ∫ÇËÇÃï ,é‘éÌãÊï™,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇVéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇWéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇXéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇOéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇPéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇQéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇRéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇSéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇTéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇUéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇVéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇWéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPÇXéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQÇOéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQÇPéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQÇQéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQÇRéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇOéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇPéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇQéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇRéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇSéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇTéûë‰,éûä‘ë—ï é©ìÆé‘óﬁåí ó Åië‰Å^éûÅjÅ^ÇUéûë‰,íãä‘ÇPÇQéûä‘é©ìÆé‘óﬁåí ó Åië‰Åj,ÇQÇSéûä‘é©ìÆé‘óﬁåí ó Åië‰Åj,,,,,,,,,,,,,,,,,,,,,,,,,
13000,10,1,1010,1,0,2,20210929,1,1,1,2772,2391,1974,1900,2132,2386,2559,3210,3980,4157,3927,3494,2310,1673,1053,641,369,236,280,158,180,274,1080,2834,34882,45970
13000,10,1,1010,1,0,2,20210929,1,1,2,1259,1121,1329,1377,1286,1176,1072,1081,959,848,667,690,667,625,610,522,865,926,1509,1262,1439,1521,1770,1457,12865,26038
13000,10,1,1010,1,0,2,20210929,1,2,1,3802,2936,2568,2872,2819,2437,2242,2151,2212,2490,2883,2569,1945,1314,895,598,381,263,168,151,233,269,1085,3519,31981,42802
13000,10,1,1010,1,0,2,20210929,1,2,2,933,948,1296,1651,1627,1530,1396,1440,1474,1376,1188,954,960,1129,1234,1106,862,645,509,452,581,523,745,1056,15813,25615
13000,50,1,1101,1,0,2,20210929,3,1,1,1796,1579,1541,1757,1738,1800,1641,2060,1862,2144,1872,1831,1416,1079,775,540,368,454,378,350,330,466,1649,2314,21621,31740
13000,50,1,1101,1,0,2,20210929,3,1,2,490,431,421,480,475,491,448,562,508,585,511,499,386,294,211,148,100,124,103,95,90,127,450,631,5901,8660
13000,50,1,1101,1,0,2,20210929,3,2,1,1970,1880,1860,1914,1914,1801,1779,1855,1935,1898,1878,1955,1790,1507,993,792,607,478,381,348,381,398,834,1741,22639,32889
13000,50,1,1101,1,0,2,20210929,3,2,2,537,513,508,522,522,492,486,507,528,518,513,533,488,411,271,216,166,130,104,95,104,108,228,475,6179,8975
13000,70,1,1101,1,0,2,20210929,3,1,1,1796,1579,1541,1757,1738,1800,1641,2060,1862,2144,1872,1831,1416,1079,775,540,368,454,378,350,330,466,1649,2314,21621,31740
13000,70,1,1101,1,0,2,20210929,3,1,2,490,431,421,480,475,491,448,562,508,585,511,499,386,294,211,148,100,124,103,95,90,127,450,631,5901,8660
13000,70,1,1101,1,0,2,20210929,3,2,1,1970,1880,1860,1914,1914,1801,1779,1855,1935,1898,1878,1955,1790,1507,993,792,607,478,381,348,381,398,834,1741,22639,32889
13000,70,1,1101,1,0,2,20210929,3,2,2,537,513,508,522,522,492,486,507,528,518,513,533,488,411,271,216,166,130,104,95,104,108,228,475,6179,8975
13000,80,1,1101,1,0,2,20210929,3,1,1,1284,1145,1352,1473,1509,1659,1675,1858,2106,2040,2164,1770,1301,650,704,529,364,434,371,324,326,485,1682,2104,20035,29309
13000,80,1,1101,1,0,2,20210929,3,1,2,351,313,369,402,412,453,457,507,575,557,590,483,355,177,192,144,99,119,101,89,89,132,459,574,5469,7999
13000,80,1,1101,1,0,2,20210929,3,2,1,2138,2067,1990,2020,2036,1774,1773,1850,1890,1939,1986,2012,1699,1369,916,759,569,458,356,328,375,391,920,1955,23475,33570
13000,80,1,1101,1,0,2,20210929,3,2,2,583,564,543,551,556,484,484,504,516,529,542,549,463,373,250,207,155,125,97,90,102,106,251,533,6405,9157
13000,90,1,1101,1,0,2,20210929,3,1,1,1116,1031,1203,1342,1385,1530,1572,1683,1965,1941,1955,1609,1196,941,658,428,304,381,320,285,307,439,1536,1816,18332,26943
13000,90,1,1101,1,0,2,20210929,3,1,2,304,281,328,366,378,417,429,459,536,529,533,439,326,257,180,117,83,104,87,77,84,120,419,495,4999,7348
